step,k
90000,0.003129366707353903
91000,0.0032104425648423964
92000,0.0032917235631350493
93000,0.003373181638995399
94000,0.0034547921404180755
95000,0.0035365288100420913
96000,0.003618367638350739
97000,0.003700285770466664
98000,0.0037822600311309133
99000,0.003864267834470511
100000,0.0039462879505992345
101000,0.004028300524786598
102000,0.004110286098754052
103000,0.0041922249937286615
104000,0.0042740970955724615
105000,0.004355887646009466
106000,0.004437577589323736
107000,0.004519150794827623
108000,0.0046005912307108075
109000,0.004681886036897267
110000,0.004763016209218775
111000,0.004843971518299904
112000,0.004924736137938695
113000,0.00500529829889238
114000,0.00508564417969546
115000,0.005165762734515374
116000,0.005245644319743104
117000,0.005325275631208514
118000,0.005404646634574134
119000,0.005483746374701195
120000,0.005562566272927038
121000,0.005641098003903267
122000,0.005719332304196379
123000,0.005797259968901097
124000,0.005874873585308779
125000,0.005952166129998814
126000,0.006029130135108979
127000,0.006105756069229833
128000,0.006182043220058333
129000,0.006257978840973286
130000,0.006333561968730438
131000,0.006408783908448212
132000,0.006483643522448436
133000,0.006558132542467977
134000,0.006632245764840477
135000,0.00670598132148621
136000,0.006779333063051236
137000,0.006852297834689159
138000,0.006924870462381548
139000,0.006997050032439206
140000,0.007068834117603907
141000,0.007140216951601771
142000,0.007211198885582215
143000,0.007281772062983294
144000,0.00735193946491271
145000,0.007421699020926882
146000,0.007491044585789877
147000,0.007559976389501593
148000,0.007628496017410543
149000,0.007696596778337143
150000,0.007764281644920316
151000,0.0078315459405753
152000,0.00789839214453947
153000,0.007964819075465564
154000,0.008030821547129944
155000,0.008096405964742271
156000,0.008161568106789599
157000,0.00822630741962306
158000,0.008290622220430722
159000,0.00835451742075888
160000,0.008417987548193182
161000,0.00848103790402386
162000,0.00854366666991424
163000,0.008605872377369057
164000,0.008667656805690111
165000,0.008729023387647762
166000,0.008789968740235889
167000,0.008850495648509192
168000,0.008910599399533125
169000,0.008970293242906834
170000,0.009029566256754721
171000,0.009088426365817033
172000,0.009146870513003304
173000,0.009204899862799945
174000,0.00926252118006229
175000,0.00931972960372434
176000,0.00937652919059204
177000,0.009432922454678144
178000,0.009488908323113322
179000,0.009544489492609358
180000,0.009599665413081031
181000,0.00965444075753323
182000,0.00970881620395744
183000,0.009762794322493187
184000,0.009816374645298885
185000,0.009869560325453088
186000,0.009922351627200555
187000,0.009974750570095857
188000,0.010026761098348594
189000,0.010078382547751917
190000,0.010129618943272266
191000,0.010180472522424606
192000,0.010230941967926266
193000,0.010281034243142353
194000,0.010330747672037422
195000,0.010380080752276597
196000,0.010429044374776505
197000,0.01047763404508674
198000,0.010525853684250954
199000,0.010573706511734745
200000,0.010621192560552661
201000,0.010668313572933179
202000,0.010715073452007595
203000,0.010761476139341329
204000,0.01080752006357365
205000,0.010853207357343847
206000,0.010898540615822001
207000,0.010943526430408973
208000,0.01098816243666814
209000,0.011032446703121031
210000,0.011076395692015083
211000,0.011119997514835216
212000,0.011163256162231239
213000,0.011206180451414659
214000,0.011248769513808475
215000,0.011291021393950657
216000,0.01133294648896942
217000,0.011374540214534861
218000,0.011415806376673276
219000,0.011456751048908897
220000,0.011497366986427929
221000,0.01153766672362483
222000,0.01157764522887912
223000,0.01161730969776485
224000,0.011656662954032468
225000,0.011695702031191
226000,0.011734431688435827
227000,0.011772852877427775
228000,0.011810969320664983
229000,0.011848781564763744
230000,0.01188629539325854
231000,0.011923507910045475
232000,0.011960424072041015
233000,0.011997042336510865
234000,0.012033374930683184
235000,0.012069414266666578
236000,0.012105164587475053
237000,0.012140628366279698
238000,0.01217581059540045
239000,0.012210708299396546
240000,0.01224532712601404
241000,0.012279670032409287
242000,0.01231373255828904
243000,0.012347526016462405
244000,0.012381044616253167
245000,0.012414292743624227
246000,0.012447275844539394
247000,0.012479987625107821
248000,0.012512441394140662
249000,0.012544628821828987
250000,0.012576558734310881
251000,0.012608229636884093
252000,0.012639645215689867
253000,0.01267080665790663
254000,0.012701716361445445
255000,0.012732376792463774
256000,0.012762785460432845
257000,0.012792953002328352
258000,0.012822869945879898
259000,0.012852550688119685
260000,0.012881988244278232
261000,0.012911183929234292
262000,0.012940147068611687
263000,0.01296887759063658
264000,0.012997367152885847
265000,0.013025629948945927
266000,0.013053662330528367
267000,0.01308146596720817
268000,0.013109042898983181
269000,0.013136394568565466
270000,0.013163529267606205
271000,0.0131904402919892
272000,0.013217131537551309
273000,0.013243603058203206
274000,0.013269862383747152
275000,0.013295906366332605
276000,0.013321738038350458
277000,0.013347359330626451
278000,0.013372770298984803
279000,0.013397975052656412
280000,0.013422977093552446
281000,0.01344777219528947
282000,0.013472364178598699
283000,0.013496753835990553
284000,0.013520946831292981
285000,0.013544943815288911
286000,0.013568742825426956
287000,0.013592345944631051
288000,0.013615756486731965
289000,0.013638976584907175
290000,0.01366200369667558
291000,0.013684846165749984
292000,0.013707499714965375
293000,0.01372997110781416
294000,0.013752255884425439
295000,0.013774360303052971
296000,0.01379628143350138
297000,0.0138180214827095
298000,0.013839587571907343
299000,0.013860975467745701
300000,0.013882186061659547
301000,0.01390322562749522
302000,0.01392408976719198
303000,0.013944787078033653
304000,0.013965315705762512
305000,0.01398566791375453
306000,0.014005864463179385
307000,0.014025891304496472
308000,0.0140457520527928
309000,0.014065452134217867
310000,0.014084987175026542
311000,0.014104363383487657
312000,0.01412358271052406
313000,0.014142640693555942
314000,0.014161547544409745
315000,0.014180293508228732
316000,0.014198891209561079
317000,0.014217325017378765
318000,0.014235645104574174
319000,0.014253844269947469
320000,0.014271839678256511
321000,0.014289673813659313
322000,0.014307356721483535
323000,0.014324893895529768
324000,0.014342288377397908
325000,0.014359544072348249
326000,0.014376657791850532
327000,0.01439363083750091
328000,0.014410470282925794
329000,0.014427176876002569
330000,0.014443741700403469
331000,0.014460172143510575
332000,0.014476468023642457
333000,0.014492631861510114
334000,0.014508661773234737
335000,0.014524558700856774
336000,0.014540328188121938
337000,0.01455596652152924
338000,0.014571479341189285
339000,0.014586856545558838
340000,0.014602119185312092
341000,0.014617244456412049
342000,0.014632253837130578
343000,0.014647132048110018
344000,0.014661894992086416
345000,0.014676536645020789
346000,0.014691051478280053
347000,0.01470545667736449
348000,0.014719740487635559
349000,0.014733914655583474
350000,0.01474796081872637
351000,0.014761892409017947
352000,0.014775710301333874
353000,0.014789410280968468
354000,0.01480300034006433
355000,0.014816475754851805
356000,0.014829845077289724
357000,0.014843104972317894
358000,0.014856286563321152
359000,0.014869377150682766
360000,0.014882371286979543
361000,0.014895241494950136
362000,0.014907954116341712
363000,0.014920544155015111
364000,0.014933033697129384
365000,0.014945457632792376
366000,0.01495780770040056
367000,0.014970043293970772
368000,0.014982134537614199
369000,0.014994118577268177
370000,0.01500600237675752
371000,0.015017790480099668
372000,0.015029482014391412
373000,0.015041081960969947
374000,0.015052591844406809
375000,0.015064009775449739
376000,0.015075336679763513
377000,0.015086573797265964
378000,0.015097715020783387
379000,0.015108769250522446
380000,0.015119732760516884
381000,0.015130604024523006
382000,0.01514138577622615
383000,0.015152090036426685
384000,0.01516269728330101
385000,0.01517322114690153
386000,0.015183652135650668
387000,0.015194007186076544
388000,0.015204269165143402
389000,0.015214452327645733
390000,0.01522455393731463
391000,0.015234560589442678
392000,0.015244498271814347
393000,0.015254349291497358
394000,0.015264120269333218
395000,0.015273808313854864
396000,0.015283420983410304
397000,0.015292949284278523
398000,0.015302406284412918
399000,0.015311784783006339
400000,0.015321081822611583
401000,0.015330302415462365
402000,0.015339452485524463
403000,0.015348520121362398
404000,0.015357521793236417
405000,0.01536644960886616
406000,0.015375289088732239
407000,0.01538407488790689
408000,0.015392779098225647
409000,0.015401414460904105
410000,0.015409973250557985
411000,0.01541846979616264
412000,0.015426897853304531
413000,0.015435244660629961
414000,0.015443530874771924
415000,0.015451749146607555
416000,0.015459894099433283
417000,0.015467981077696796
418000,0.01547599363256007
419000,0.015483946399401028
420000,0.015491833886411946
421000,0.015499652019643085
422000,0.015507409609553912
423000,0.015515097625107138
424000,0.01552272452749502
425000,0.015530294477365383
426000,0.015537798252036104
427000,0.01554524514567356
428000,0.015552628004747097
429000,0.015559948629144305
430000,0.01556720952145805
431000,0.01557441288753862
432000,0.015581552713502733
433000,0.015588627851483681
434000,0.015595666414789827
435000,0.015602631348008896
436000,0.015609542923328005
437000,0.015616398615254223
438000,0.01562319798234351
439000,0.015629936213063217
440000,0.015636623455384392
441000,0.01564325237286202
442000,0.015649832450049517
443000,0.01565636213387418
444000,0.01566282542415311
445000,0.01566925026009791
446000,0.015675612701932573
447000,0.015681926711941144
448000,0.015688184464558757
449000,0.015694392017875897
450000,0.015700550905495575
451000,0.015706659922921994
452000,0.01571272256850673
453000,0.015718726527858683
454000,0.015724684841585606
455000,0.015730593766229355
456000,0.015736453822114117
457000,0.015742262313457604
458000,0.015748028204361875
459000,0.0157537494728516
460000,0.01575941666789697
461000,0.015765049547326073
462000,0.015770620108624515
463000,0.015776157526402865
464000,0.015781644755903584
465000,0.015787091409368938
466000,0.01579248749076955
467000,0.015797844827490325
468000,0.015803153713020563
469000,0.01580842031910004
470000,0.01581364025288369
471000,0.015818822232813036
472000,0.015823953732609482
473000,0.015829048329052135
474000,0.015834106856669198
475000,0.01583912015285012
476000,0.01584409231610917
477000,0.015849015670224363
478000,0.015853905176693016
479000,0.01585875674932601
480000,0.0158635721344802
481000,0.015868337549611578
482000,0.015873069807371097
483000,0.01587776377358962
484000,0.01588241836865627
485000,0.01588703105635978
486000,0.01589160666471903
487000,0.015896146208491724
488000,0.01590065452558637
489000,0.015905121148857938
490000,0.015909546560625445
491000,0.015913945730379526
492000,0.015918300487335
493000,0.01592261935455877
494000,0.015926906505531153
495000,0.015931152686899954
496000,0.015935366842104684
497000,0.01593954867565673
498000,0.01594369680895337
499000,0.015947806641141975
500000,0.015951888527395108
501000,0.01595593394086181
502000,0.015959944952959732
503000,0.015963925158535702
504000,0.015967873299119056
505000,0.015971786219590046
506000,0.015975671104998708
507000,0.01597952240167098
508000,0.015983333242130627
509000,0.015987123628233256
510000,0.015990879707558556
511000,0.01599460486565882
512000,0.015998300059343787
513000,0.01600196583077394
514000,0.016005599408489477
515000,0.01600920415921046
516000,0.016012782140412424
517000,0.016016322499921794
518000,0.016019840377470798
519000,0.016023329229833485
520000,0.01602678752567343
521000,0.016030212023906535
522000,0.016033616323728586
523000,0.016036994454952297
524000,0.01604033350291426
525000,0.016043651293593995
526000,0.016046946860000494
527000,0.016050219710327076
528000,0.016053451666091498
529000,0.016056672139754837
530000,0.016059851636351062
531000,0.016063015088078413
532000,0.016066151066889574
533000,0.01606925956154725
534000,0.016072342637338307
535000,0.016075399372134834
536000,0.01607842804993478
537000,0.016081436565608495
538000,0.016084423745181497
539000,0.016087379336381016
540000,0.01609031416426581
541000,0.0160932287365806
542000,0.01609611313689383
543000,0.016098972812912168
544000,0.016101817882245458
545000,0.016104633305604202
546000,0.0161074231750372
547000,0.01611018851316967
548000,0.016112938931294292
549000,0.016115666278243148
550000,0.016118363741055897
551000,0.016121046895485477
552000,0.016123704382433185
553000,0.016126342507901657
554000,0.016128958420736226
555000,0.01613154430003063
556000,0.01613412159759706
557000,0.01613667367034189
558000,0.0161392019875078
559000,0.016141706759238775
560000,0.0161441900191539
561000,0.016146657626765648
562000,0.016149107604038006
563000,0.016151538642500997
564000,0.016153944023849915
565000,0.01615633145710099
566000,0.016158696276142498
567000,0.01616105250534727
568000,0.01616338331152973
569000,0.016165691287962226
570000,0.016167985738316442
571000,0.016170257275970323
572000,0.01617251376243851
573000,0.016174751506084595
574000,0.016176970942442255
575000,0.01617916820898833
576000,0.016181349939280384
577000,0.01618351256744745
578000,0.016185660887945357
579000,0.016187787304039778
580000,0.016189902667237372
581000,0.016191994409815832
582000,0.016194071569720418
583000,0.01619612802982928
584000,0.016198172393386105
585000,0.01620020034614421
586000,0.01620220542182256
587000,0.016204200577188556
588000,0.016206173853518885
589000,0.01620813897867075
590000,0.016210086569106684
591000,0.01621201403812192
592000,0.016213926694607177
593000,0.016215825560687194
594000,0.016217705118246387
595000,0.016219573411884482
596000,0.016221421610076774
597000,0.016223264478738102
598000,0.016225086119588044
599000,0.01622688996039228
600000,0.016228682817517007
601000,0.016230458294471412
602000,0.016232220802050678
603000,0.01623396364536825
604000,0.01623569735846052
605000,0.016237420307380998
606000,0.01623912058306012
607000,0.016240811492133026
608000,0.016242492789594824
609000,0.016244156564698336
610000,0.01624580289314783
611000,0.016247443717318465
612000,0.016249061890534135
613000,0.016250668383371622
614000,0.01625226668629014
615000,0.01625385402732517
616000,0.016255418518604584
617000,0.016256980195972798
618000,0.016258526490182213
619000,0.016260063092109242
620000,0.016261578196816305
621000,0.016263087682902997
622000,0.016264581966368506
